ServiceID,Name,StartDate,EndDate,Price,Status,City,State,Country,ServiceType,Duration
1091,Custom Development,7/1/2023,7/13/2023,5500,Completed,Izmir,Izmir,Turkey,Development,12
1092,Network Optimization Services,8/10/2023,8/22/2023,4000,Completed,Ankara,Ankara,Turkey,Security,12
1093,Cloud Service Optimization,9/1/2023,9/13/2023,3500,Completed,Izmir,Izmir,Turkey,Cloud,12
1094,AI-Driven Solutions,10/1/2023,10/13/2023,5000,Active,Istanbul,Marmara,Turkey,AI,12
1095,IT Infrastructure Optimization,11/5/2023,11/18/2023,4000,Completed,Ankara,Ankara,Turkey,Consulting,13
1096,Web Application Optimization,12/1/2023,12/13/2023,3500,Completed,Izmir,Izmir,Turkey,Development,12
1097,Enterprise Security Services,1/1/2023,1/12/2023,4000,Completed,Istanbul,Marmara,Turkey,Security,11
1098,Web Design and Development,2/5/2023,2/18/2023,3500,Completed,Izmir,Izmir,Turkey,Design,13
1099,AI Solutions Integration,3/1/2023,3/13/2023,5000,Completed,Ankara,Ankara,Turkey,AI,12
1100,Data Analytics Consulting,4/1/2023,4/13/2023,3500,Completed,Izmir,Izmir,Turkey,Consulting,12
1101,Cloud Migration Services,5/1/2023,5/13/2023,4000,Completed,Ankara,Ankara,Turkey,Cloud,12
1102,Software as a Service (SaaS),6/1/2023,6/13/2023,5000,Active,Istanbul,Marmara,Turkey,Cloud,12
1103,Data Management Solutions,7/1/2023,7/13/2023,4500,Completed,Izmir,Izmir,Turkey,Cloud,12
1104,Network Management Services,8/1/2023,8/13/2023,3000,Completed,Ankara,Ankara,Turkey,Security,12
1105,Cloud-Based Software Solutions,9/1/2023,9/13/2023,4000,Completed,Izmir,Izmir,Turkey,Cloud,12
1106,IT Infrastructure Management,10/1/2023,10/13/2023,3500,Completed,Istanbul,Marmara,Turkey,Security,12
1107,Mobile App Development,11/1/2023,11/13/2023,4500,Completed,Ankara,Ankara,Turkey,Development,12
1108,Cloud Security Architecture,12/1/2023,12/13/2023,5000,Completed,Izmir,Izmir,Turkey,Security,12
1109,Blockchain Technology Solutions,1/10/2023,1/22/2023,5500,Completed,Ankara,Ankara,Turkey,Blockchain,12
1110,IT Systems Integration,2/1/2023,2/13/2023,4000,Active,Istanbul,Marmara,Turkey,Consulting,12
1111,Cloud Platform Development,3/5/2023,3/17/2023,5000,Completed,Izmir,Izmir,Turkey,Cloud,12
1112,Virtualization Services,4/1/2023,4/13/2023,3500,Completed,Ankara,Ankara,Turkey,Cloud,12
1113,AI-Based Analytics Services,5/1/2023,5/13/2023,6000,Completed,Istanbul,Marmara,Turkey,AI,12
1114,Web Optimization Services,6/1/2023,6/13/2023,3000,Completed,Izmir,Izmir,Turkey,Development,12
1115,IT Service Management,7/1/2023,7/13/2023,4000,Completed,Ankara,Ankara,Turkey,Consulting,12
1116,Digital Marketing Services,8/1/2023,8/13/2023,3500,Completed,Izmir,Izmir,Turkey,Marketing,12
1117,Data Center Optimization,9/1/2023,9/13/2023,5000,Completed,Ankara,Ankara,Turkey,Cloud,12
1118,Cloud Application Services,10/1/2023,10/13/2023,3500,Completed,Izmir,Izmir,Turkey,Cloud,12
1119,Website Development Solutions,11/1/2023,11/13/2023,4000,Completed,Ankara,Ankara,Turkey,Development,12
1120,Mobile App Security,12/1/2023,12/13/2023,3000,Active,Istanbul,Marmara,Turkey,Security,12
1121,Software Support Services,1/5/2023,1/18/2023,4000,Completed,Izmir,Izmir,Turkey,Support,13
1122,AI Integration Services,2/1/2023,2/13/2023,5000,Completed,Istanbul,Marmara,Turkey,AI,12
1123,Cloud Hosting Services,3/1/2023,3/13/2023,4500,Completed,Ankara,Ankara,Turkey,Cloud,12
1124,Software Development Solutions,4/1/2023,4/13/2023,5000,Completed,Izmir,Izmir,Turkey,Development,12
1125,Network Solutions,5/1/2023,5/13/2023,3500,Completed,Ankara,Ankara,Turkey,Security,12
1126,Data Analytics,6/1/2023,6/13/2023,4000,Completed,Izmir,Izmir,Turkey,AI,12
1127,Website Design and Development,7/1/2023,7/13/2023,3000,Completed,Ankara,Ankara,Turkey,Design,12
1128,Cloud Backup Solutions,8/1/2023,8/13/2023,4500,Completed,Izmir,Izmir,Turkey,Cloud,12
1129,Digital Transformation Services,9/1/2023,9/13/2023,5000,Completed,Istanbul,Marmara,Turkey,Consulting,12
1130,AI-Powered Solutions,10/1/2023,10/13/2023,6000,Completed,Ankara,Ankara,Turkey,AI,12
1131,Security and Compliance Services,11/1/2023,11/13/2023,4000,Completed,Izmir,Izmir,Turkey,Security,12
1132,Web Application Development,12/1/2023,12/13/2023,3500,Completed,Ankara,Ankara,Turkey,Development,12
1133,Enterprise Resource Planning,1/1/2023,1/13/2023,5000,Completed,Izmir,Izmir,Turkey,Consulting,12
1134,IT Disaster Recovery Services,2/1/2023,2/13/2023,4500,Completed,Istanbul,Marmara,Turkey,Cloud,12
1135,Mobile Solutions,3/1/2023,3/13/2023,4000,Completed,Ankara,Ankara,Turkey,Development,12
1136,Cloud Application Consulting,4/1/2023,4/13/2023,5000,Completed,Izmir,Izmir,Turkey,Cloud,12
1137,Blockchain Consulting,5/1/2023,5/13/2023,5500,Completed,Ankara,Ankara,Turkey,Blockchain,12
1138,Smart Automation Solutions,6/1/2023,6/13/2023,6000,Completed,Izmir,Izmir,Turkey,AI,12
1139,Network Security Solutions,7/1/2023,7/13/2023,4500,Completed,Istanbul,Marmara,Turkey,Security,12
1140,Custom Cloud Solutions,8/1/2023,8/13/2023,3500,Completed,Ankara,Ankara,Turkey,Cloud,12
1141,AI-Based Solutions,9/1/2023,9/13/2023,5000,Completed,Izmir,Izmir,Turkey,AI,12
1142,Data Center Services,10/1/2023,10/13/2023,4000,Completed,Ankara,Ankara,Turkey,Cloud,12
1143,IT Managed Services,11/1/2023,11/13/2023,3500,Completed,Istanbul,Marmara,Turkey,Security,12
1144,Digital Marketing and SEO,12/1/2023,12/13/2023,3000,Completed,Izmir,Izmir,Turkey,Marketing,12
1145,DevOps Solutions,1/1/2023,1/13/2023,4000,Completed,Ankara,Ankara,Turkey,Development,12
1146,Cloud Infrastructure Management,2/1/2023,2/13/2023,4500,Completed,Istanbul,Marmara,Turkey,Cloud,12
1147,Website Management Services,3/1/2023,3/13/2023,3500,Completed,Izmir,Izmir,Turkey,Development,12
1148,AI and Machine Learning,4/1/2023,4/13/2023,5000,Completed,Ankara,Ankara,Turkey,AI,12
1149,Web Hosting Services,5/1/2023,5/13/2023,3000,Completed,Istanbul,Marmara,Turkey,Cloud,12
1150,Custom Development Solutions,6/1/2023,6/13/2023,4500,Completed,Ankara,Ankara,Turkey,Development,12
2001,Cloud Hosting,1/1/2023,1/14/2023,5000,Completed,Istanbul,Marmara,Turkey,Cloud,13
2002,Cloud Backup Services,2/1/2023,2/13/2023,4500,Completed,Izmir,Izmir,Turkey,Cloud,12
2003,Cloud Storage,3/1/2023,3/14/2023,3500,Completed,Ankara,Ankara,Turkey,Cloud,13
2004,Cloud Application Hosting,4/1/2023,4/13/2023,4000,Completed,Istanbul,Marmara,Turkey,Cloud,12
2005,Cloud Security Solutions,5/1/2023,5/14/2023,5000,Completed,Izmir,Izmir,Turkey,Cloud,13
2006,Private Cloud Solutions,6/1/2023,6/14/2023,4500,Completed,Ankara,Ankara,Turkey,Cloud,13
2007,Cloud Platform Development,7/1/2023,7/14/2023,6000,Completed,Istanbul,Marmara,Turkey,Cloud,13
2008,Disaster Recovery Cloud,8/1/2023,8/14/2023,5000,Completed,Izmir,Izmir,Turkey,Cloud,13
2009,Cloud Data Analytics,9/1/2023,9/14/2023,5500,Completed,Ankara,Ankara,Turkey,Cloud,13
2010,Cloud DevOps Services,10/1/2023,10/14/2023,4500,Completed,Istanbul,Marmara,Turkey,Cloud,13
2011,Cloud Migration Solutions,11/1/2023,11/14/2023,5000,Completed,Izmir,Izmir,Turkey,Cloud,13
2012,Cloud API Integration,12/1/2023,12/14/2023,4000,Completed,Ankara,Ankara,Turkey,Cloud,13
2013,Hybrid Cloud Solutions,1/15/2023,1/29/2023,4500,Completed,Istanbul,Marmara,Turkey,Cloud,14
2014,Cloud Infrastructure Management,2/15/2023,2/28/2023,5000,Completed,Izmir,Izmir,Turkey,Cloud,13
2015,Multi-Cloud Solutions,3/15/2023,3/28/2023,5500,Completed,Ankara,Ankara,Turkey,Cloud,13
2016,Cloud Computing Solutions,4/15/2023,4/28/2023,6000,Active,Istanbul,Marmara,Turkey,Cloud,13
2017,Cloud Database Solutions,5/15/2023,5/28/2023,4500,Completed,Izmir,Izmir,Turkey,Cloud,13
2018,Cloud Storage for Enterprises,6/15/2023,6/28/2023,4000,Completed,Ankara,Ankara,Turkey,Cloud,13
2019,Cloud-Based Business Solutions,7/15/2023,7/28/2023,5000,Active,Istanbul,Marmara,Turkey,Cloud,13
2020,Cloud Disaster Recovery,8/15/2023,8/28/2023,6000,Completed,Izmir,Izmir,Turkey,Cloud,13
2021,Cloud SaaS Solutions,9/15/2023,9/28/2023,5500,Active,Ankara,Ankara,Turkey,Cloud,13
2022,Cloud Virtualization,10/15/2023,10/28/2023,4500,Completed,Istanbul,Marmara,Turkey,Cloud,13
2023,Cloud Data Storage,11/15/2023,11/28/2023,5000,Completed,Izmir,Izmir,Turkey,Cloud,13
2024,Cloud Software Solutions,12/15/2023,12/28/2023,5500,Active,Ankara,Ankara,Turkey,Cloud,13
2025,Cloud Application Management,1/1/2023,1/14/2023,5000,Completed,Istanbul,Marmara,Turkey,Cloud,13
2026,Cloud Automation Services,2/1/2023,2/14/2023,4500,Completed,Izmir,Izmir,Turkey,Cloud,13
2027,Cloud Hosting with Security,3/1/2023,3/14/2023,5500,Completed,Ankara,Ankara,Turkey,Cloud,13
2028,Cloud Integration Solutions,4/1/2023,4/14/2023,4000,Completed,Istanbul,Marmara,Turkey,Cloud,13
2029,Cloud Security & Compliance,5/1/2023,5/14/2023,6000,Completed,Izmir,Izmir,Turkey,Cloud,13
2030,Private Cloud Storage,6/1/2023,6/14/2023,5000,Active,Ankara,Ankara,Turkey,Cloud,13
3001,Network Firewall,1/1/2023,1/15/2023,4000,Completed,Istanbul,Marmara,Turkey,Security,14
3002,Antivirus Protection,2/1/2023,2/14/2023,1500,Completed,Izmir,Izmir,Turkey,Security,13
3003,Security Monitoring,3/1/2023,3/14/2023,3500,Completed,Ankara,Ankara,Turkey,Security,13
3004,Endpoint Protection,4/1/2023,4/14/2023,2500,Completed,Istanbul,Marmara,Turkey,Security,13
3005,Cloud Security,5/1/2023,5/14/2023,4000,Completed,Izmir,Izmir,Turkey,Security,13
3006,Network Security,6/1/2023,6/14/2023,5000,Completed,Ankara,Ankara,Turkey,Security,13
3007,Intrusion Detection,7/1/2023,7/14/2023,4500,Completed,Istanbul,Marmara,Turkey,Security,13
3008,VPN Service,8/1/2023,8/14/2023,3000,Completed,Izmir,Izmir,Turkey,Security,13
3009,Data Encryption,9/1/2023,9/14/2023,3500,Completed,Ankara,Ankara,Turkey,Security,13
3010,Threat Detection,10/1/2023,10/14/2023,4000,Completed,Istanbul,Marmara,Turkey,Security,13
3011,Mobile Security,11/1/2023,11/14/2023,2500,Completed,Izmir,Izmir,Turkey,Security,13
3012,Security Audit,12/1/2023,12/14/2023,5500,Completed,Ankara,Ankara,Turkey,Security,13
3013,Fire Detection,1/15/2023,1/29/2023,3500,Completed,Istanbul,Marmara,Turkey,Security,14
3014,Access Control,2/15/2023,2/28/2023,5000,Completed,Izmir,Izmir,Turkey,Security,13
3015,Video Surveillance,3/15/2023,3/28/2023,6000,Completed,Ankara,Ankara,Turkey,Security,13
3016,Identity Protection,4/15/2023,4/28/2023,4500,Active,Istanbul,Marmara,Turkey,Security,13
3017,Security Consulting,5/15/2023,5/28/2023,5500,Completed,Izmir,Izmir,Turkey,Security,13
3018,Wi-Fi Security,6/15/2023,6/28/2023,3000,Completed,Ankara,Ankara,Turkey,Security,13
3019,Phishing Protection,7/15/2023,7/28/2023,3500,Completed,Istanbul,Marmara,Turkey,Security,13
3020,Penetration Testing,8/15/2023,8/28/2023,4500,Completed,Izmir,Izmir,Turkey,Security,13
3021,Cloud Access Security,9/15/2023,9/28/2023,5000,Completed,Ankara,Ankara,Turkey,Security,13
3022,Compliance Management,10/15/2023,10/28/2023,5500,Completed,Istanbul,Marmara,Turkey,Security,13
3023,Zero Trust Security,11/15/2023,11/28/2023,6000,Active,Izmir,Izmir,Turkey,Security,13
3024,Security Patching,12/15/2023,12/28/2023,3500,Completed,Ankara,Ankara,Turkey,Security,13
3025,Cloud Threat Intelligence,1/1/2023,1/14/2023,4000,Completed,Istanbul,Marmara,Turkey,Security,13
3026,Advanced Malware Protection,2/1/2023,2/14/2023,5000,Completed,Izmir,Izmir,Turkey,Security,13
3027,Mobile Device Management,3/1/2023,3/14/2023,4500,Completed,Ankara,Ankara,Turkey,Security,13
3028,Endpoint Detection,4/1/2023,4/14/2023,3500,Completed,Istanbul,Marmara,Turkey,Security,13
3029,Data Loss Prevention,5/1/2023,5/14/2023,5500,Completed,Izmir,Izmir,Turkey,Security,13
3030,Security Incident Response,6/1/2023,6/14/2023,4000,Active,Ankara,Ankara,Turkey,Security,13
5001,Enterprise Network Setup,1/1/2023,1/15/2023,2000,Completed,Istanbul,Marmara,Turkey,Network Management,14
5002,Local Area Network (LAN) Setup,2/1/2023,2/5/2023,800,Completed,Izmir,Izmir,Turkey,Network Management,4
5003,Wide Area Network (WAN) Management,3/1/2023,3/20/2023,1500,Completed,Ankara,Ankara,Turkey,Network Management,19
5004,Corporate VPN Configuration,4/1/2023,4/10/2023,1000,Completed,Istanbul,Marmara,Turkey,Network Management,9
5005,Network Performance Monitoring,5/1/2023,5/10/2023,600,Completed,Izmir,Izmir,Turkey,Network Management,9
5006,Wi-Fi Network Expansion,6/1/2023,6/7/2023,500,Completed,Ankara,Ankara,Turkey,Network Management,6
5007,Internet Backbone Setup,7/1/2023,7/15/2023,3000,Completed,Istanbul,Marmara,Turkey,Network Management,14
5008,Cloud Network Management,8/1/2023,8/10/2023,1200,Completed,Izmir,Izmir,Turkey,Network Management,9
5009,Data Center Network Setup,9/1/2023,9/10/2023,2500,Completed,Ankara,Ankara,Turkey,Network Management,9
5010,Network Load Balancing,10/1/2023,10/10/2023,1500,Completed,Istanbul,Marmara,Turkey,Network Management,9
5011,Corporate Wi-Fi System Installation,11/1/2023,11/7/2023,700,Completed,Izmir,Izmir,Turkey,Network Management,6
5012,Remote Network Support,12/1/2023,12/10/2023,500,Completed,Ankara,Ankara,Turkey,Network Management,9
5013,Network Security Configuration,1/2/2023,1/10/2023,1100,Completed,Istanbul,Marmara,Turkey,Network Management,8
5014,Enterprise Wireless Network,2/2/2023,2/8/2023,1200,Completed,Izmir,Izmir,Turkey,Network Management,6
5015,4G LTE Network Management,3/2/2023,3/12/2023,800,Completed,Ankara,Ankara,Turkey,Network Management,10
5016,Managed Router Installation,4/2/2023,4/6/2023,650,Completed,Istanbul,Marmara,Turkey,Network Management,4
5017,Network Disaster Recovery,5/2/2023,5/8/2023,2000,Completed,Izmir,Izmir,Turkey,Network Management,6
5018,LAN-to-WAN Integration,6/2/2023,6/8/2023,900,Completed,Ankara,Ankara,Turkey,Network Management,6
5019,Video Conferencing Network,7/2/2023,7/8/2023,700,Completed,Istanbul,Marmara,Turkey,Network Management,6
5020,Private Network Installation,8/2/2023,8/9/2023,2500,Completed,Izmir,Izmir,Turkey,Network Management,7
5021,Office Network Optimization,9/2/2023,9/8/2023,800,Completed,Ankara,Ankara,Turkey,Network Management,6
5022,Mobile Network Support,10/2/2023,10/6/2023,500,Completed,Istanbul,Marmara,Turkey,Network Management,4
5023,High-Speed Network Setup,11/2/2023,11/8/2023,1200,Completed,Izmir,Izmir,Turkey,Network Management,6
5024,Wireless LAN Expansion,12/2/2023,12/8/2023,850,Completed,Ankara,Ankara,Turkey,Network Management,6
5025,Cloud Network Security,1/3/2023,1/7/2023,1100,Completed,Istanbul,Marmara,Turkey,Network Management,4
6001,Mobile App Development,1/10/2023,2/10/2023,2500,Completed,Istanbul,Marmara,Turkey,Software Development,31
6002,Web Portal Development,2/5/2023,2/25/2023,3000,Completed,Ankara,Ankara,Turkey,Software Development,20
6003,Custom CRM System,3/1/2023,3/15/2023,2000,Completed,Izmir,Izmir,Turkey,Software Development,14
6004,Payment Gateway Integration,4/1/2023,4/10/2023,1500,Completed,Antalya,Antalya,Turkey,Software Development,9
6005,Android App Development,5/1/2023,5/20/2023,2200,Completed,Bursa,Bursa,Turkey,Software Development,19
6006,E-commerce Platform Development,6/5/2023,6/25/2023,3500,Completed,Konya,Konya,Turkey,Software Development,20
6007,Internal Tool Development,7/1/2023,7/10/2023,1000,Completed,Istanbul,Marmara,Turkey,Software Development,9
6008,Hybrid App Development,8/5/2023,8/25/2023,2800,Completed,Izmir,Izmir,Turkey,Software Development,20
6009,Website Redesign,9/1/2023,9/10/2023,1200,Completed,Ankara,Ankara,Turkey,Software Development,9
6010,App UI/UX Design,10/1/2023,10/10/2023,1500,Completed,Bursa,Bursa,Turkey,Software Development,9
6011,Enterprise Resource Planning (ERP),11/1/2023,11/20/2023,4000,Completed,Antalya,Antalya,Turkey,Software Development,19
6012,Inventory Management System,12/1/2023,12/15/2023,2000,Completed,Istanbul,Marmara,Turkey,Software Development,14
6013,Cloud App Development,1/15/2023,2/5/2023,2700,Completed,Izmir,Izmir,Turkey,Software Development,21
6014,Real-time Messaging App,2/10/2023,2/25/2023,2100,Completed,Ankara,Ankara,Turkey,Software Development,15
6015,Mobile Game Development,3/10/2023,3/30/2023,3000,Completed,Antalya,Antalya,Turkey,Software Development,20
6016,Social Media Web App,4/10/2023,4/30/2023,3500,Completed,Istanbul,Marmara,Turkey,Software Development,20
6017,Dashboard Development,5/15/2023,5/25/2023,1800,Completed,Izmir,Izmir,Turkey,Software Development,10
6018,Hotel Booking System,6/15/2023,6/30/2023,2500,Completed,Bursa,Bursa,Turkey,Software Development,15
6019,Custom Mobile App,7/10/2023,7/25/2023,2200,Completed,Antalya,Antalya,Turkey,Software Development,15
6020,Web Scraping Tool,8/15/2023,8/25/2023,1300,Completed,Istanbul,Marmara,Turkey,Software Development,10
