CustomerID,ServiceID
2,2002
2,2003
2,2004
2,2005
2,2006
2,2007
2,2008
2,2009
2,2010
2,2011
2,2012
2,2013
2,2014
2,2015
2,2016
2,2017
2,2018
2,2019
2,2020
2,2021
2,2022
2,2023
2,2024
2,2025
2,2026
2,2027
2,2028
2,2029
2,2030
2,3001
2,3002
2,3003
2,3004
2,3005
2,3006
2,3007
2,3008
2,3009
2,3010
2,3011
2,3012
2,3013
2,3014
2,3015
2,3016
2,3017
2,3018
2,3019
2,3020
2,3021
2,3022
2,3023
2,3024
2,3025
2,3026
2,3027
2,3028
2,3029
2,3030
2,5001
2,5002
2,5003
2,5004
2,5005
2,5006
2,5007
2,5008
2,5009
2,5010
2,5011
2,5012
2,5013
2,5014
2,5015
2,5016
2,5017
2,5018
2,5019
2,5020
2,5021
2,5022
2,5023
2,5024
2,5025
2,6001
2,6002
2,6003
2,6004
2,6005
2,6006
2,6007
2,6008
2,6009
2,6010
2,6011
2,6012
2,6013
2,6014
2,6015
2,6016
2,6017
2,6018
2,6019
2,6020
2,6021
2,6022
2,6023
2,6024
2,6025
2,4001
2,4002
2,4003
2,4004
2,4005
2,4006
2,4007
2,4008
2,4009
2,4010
2,4011
2,4012
2,4013
2,4014
2,4015
2,4016
2,4017
2,4018
2,4019
2,4020
2,4021
2,4022
2,4023
2,4024
2,4025
2,4026
2,4027
2,4028
2,4029
2,4030
2,4031
2,4032
2,4033
2,4034
2,4035
2,4036
2,4037
2,4038
2,4039
2,4040
2,8001
2,8002
2,8003
2,8004
2,8005
2,8006
2,8007
2,8008
2,8009
2,8010
2,8011
2,8012
2,8013
2,8014
2,8015
2,8016
2,8017
2,8018
2,8019
2,8020
2,8021
2,8022
2,8023
2,8024
2,8025
2,8026
2,8027
2,8028
2,8029
2,8030
2,7001
2,7002
2,7003
2,7004
2,7005
2,7006
2,7007
2,7008
2,7009
2,7010
2,7011
2,7012
2,7013
2,7014
2,7015
2,7016
2,7017
2,7018
2,7019
2,7020
2,7021
2,7022
2,7023
2,7024
2,7025
2,7026
2,7027
2,7028
2,7029
2,7030
3,2001
3,2002
3,2003
3,2004
3,2005
3,2006
3,2007
3,2008
3,2009
3,2010
3,2011
3,2012
3,2013
3,2014
3,2015
3,2016
3,2017
3,2018
3,2019
3,2020
3,2021
3,2022
3,2023
3,2024
3,2025
3,2026
3,2027
3,2028
3,2029
3,2030
3,3001
3,3002
3,3003
3,3004
3,3005
3,3006
3,3007
3,3008
3,3009
3,3010
3,3011
3,3012
3,3013
3,3014
3,3015
3,3016
3,3017
3,3018
3,3019
3,3020
3,3021
3,3022
3,3023
3,3024
3,3025
3,3026
3,3027
3,3028
3,3029
3,3030
3,5001
3,5002
3,5003
3,5004
3,5005
3,5006
3,5007
3,5008
3,5009
3,5010
3,5011
3,5012
3,5013
3,5014
3,5015
3,5016
3,5017
3,5018
3,5019
3,5020
3,5021
3,5022
3,5023
3,5024
3,5025
3,6001
3,6002
3,6003
3,6004
3,6005
3,6006
3,6007
3,6008
3,6009
3,6010
3,6011
3,6012
3,6013
3,6014
3,6015
3,6016
3,6017
3,6018
3,6019
3,6020
3,6021
3,6022
3,6023
3,6024
3,6025
3,4001
3,4002
3,4003
3,4004
3,4005
3,4006
3,4007
3,4008
3,4009
3,4010
3,4011
3,4012
3,4013
3,4014
3,4015
3,4016
3,4017
3,4018
3,4019
3,4020
3,4021
3,4022
3,4023
3,4024
3,4025
3,4026
3,4027
3,4028
3,4029
3,4030
3,4031
3,4032
3,4033
3,4034
3,4035
3,4036
3,4037
3,4038
3,4039
3,4040
3,8001
3,8002
3,8003
3,8004
3,8005
3,8006
3,8007
3,8008
3,8009
3,8010
3,8011
3,8012
3,8013
3,8014
3,8015
3,8016
3,8017
3,8018
3,8019
3,8020
3,8021
3,8022
3,8023
3,8024
3,8025
3,8026
3,8027
3,8028
3,8029
3,8030
3,7001
3,7002
3,7003
3,7004
3,7005
3,7006
3,7007
3,7008
3,7009
3,7010
3,7011
3,7012
3,7013
3,7014
3,7015
3,7016
3,7017
3,7018
3,7019
3,7020
3,7021
3,7022
3,7023
3,7024
3,7025
3,7026
3,7027
3,7028
3,7029
3,7030
4,2001
4,2002
4,2003
4,2004
4,2005
4,2006
4,2007
4,2008
4,2009
4,2010
4,2011
4,2012
4,2013
4,2014
4,2015
4,2016
4,2017
4,2018
4,2019
4,2020
4,2021
4,2022
4,2023
4,2024
4,2025
4,2026
4,2027
4,2028
4,2029
4,2030
4,3001
4,3002
4,3003
4,3004
4,3005
4,3006
4,3007
4,3008
4,3009
4,3010
4,3011
4,3012
4,3013
4,3014
4,3015
4,3016
4,3017
4,3018
4,3019
4,3020
4,3021
4,3022
4,3023
4,3024
4,3025
4,3026
4,3027
4,3028
4,3029
4,3030
4,5001
4,5002
4,5003
4,5004
4,5005
4,5006
4,5007
4,5008
4,5009
4,5010
4,5011
4,5012
4,5013
4,5014
4,5015
4,5016
4,5017
4,5018
4,5019
4,5020
4,5021
4,5022
4,5023
4,5024
4,5025
4,6001
4,6002
4,6003
4,6004
4,6005
4,6006
4,6007
4,6008
4,6009
4,6010
4,6011
4,6012
4,6013
4,6014
4,6015
4,6016
4,6017
4,6018
4,6019
4,6020
4,6021
4,6022
4,6023
4,6024
4,6025
4,4001
4,4002
4,4003
4,4004
4,4005
4,4006
4,4007
4,4008
4,4009
4,4010
4,4011
4,4012
4,4013
4,4014
4,4015
4,4016
4,4017
4,4018
4,4019
4,4020
4,4021
4,4022
4,4023
4,4024
4,4025
4,4026
4,4027
4,4028
4,4029
4,4030
4,4031
4,4032
4,4033
4,4034
4,4035
4,4036
4,4037
4,4038
4,4039
4,4040
4,8001
4,8002
4,8003
4,8004
4,8005
4,8006
4,8007
4,8008
4,8009
4,8010
4,8011
4,8012
4,8013
4,8014
4,8015
4,8016
4,8017
4,8018
4,8019
4,8020
4,8021
4,8022
4,8023
4,8024
4,8025
4,8026
4,8027
4,8028
4,8029
4,8030
4,7001
4,7002
4,7003
4,7004
4,7005
4,7006
4,7007
4,7008
4,7009
4,7010
4,7011
4,7012
4,7013
4,7014
4,7015
4,7016
4,7017
4,7018
4,7019
4,7020
4,7021
4,7022
4,7023
4,7024
4,7025
4,7026
4,7027
4,7028
4,7029
4,7030
5,2001
5,2002
5,2003
5,2004
5,2005
5,2006
5,2007
5,2008
5,2009
5,2010
5,2011
5,2012
5,2013
5,2014
5,2015
5,2016
5,2017
5,2018
5,2019
5,2020
5,2021
5,2022
5,2023
5,2024
5,2025
5,2026
5,2027
5,2028
5,2029
5,2030
5,3001
5,3002
5,3003
5,3004
5,3005
5,3006
5,3007
5,3008
5,3009
5,3010
5,3011
5,3012
5,3013
5,3014
5,3015
5,3016
5,3017
5,3018
5,3019
5,3020
5,3021
5,3022
5,3023
5,3024
5,3025
5,3026
5,3027
5,3028
5,3029
5,3030
5,5001
5,5002
5,5003
5,5004
5,5005
5,5006
5,5007
5,5008
5,5009
5,5010
5,5011
5,5012
5,5013
5,5014
5,5015
5,5016
5,5017
5,5018
5,5019
5,5020
5,5021
5,5022
5,5023
5,5024
5,5025
5,6001
5,6002
5,6003
5,6004
5,6005
5,6006
5,6007
5,6008
5,6009
5,6010
5,6011
5,6012
5,6013
5,6014
5,6015
5,6016
5,6017
5,6018
5,6019
5,6020
5,6021
5,6022
5,6023
5,6024
5,6025
5,4001
5,4002
5,4003
5,4004
5,4005
5,4006
5,4007
5,4008
5,4009
5,4010
5,4011
5,4012
5,4013
5,4014
5,4015
5,4016
5,4017
5,4018
5,4019
5,4020
5,4021
5,4022
5,4023
5,4024
5,4025
5,4026
5,4027
5,4028
5,4029
5,4030
5,4031
5,4032
5,4033
5,4034
5,4035
5,4036
5,4037
5,4038
5,4039
5,4040
5,8001
5,8002
5,8003
5,8004
5,8005
5,8006
5,8007
5,8008
5,8009
5,8010
5,8011
5,8012
5,8013
5,8014
5,8015
5,8016
5,8017
5,8018
5,8019
5,8020
5,8021
5,8022
5,8023
5,8024
5,8025
5,8026
5,8027
5,8028
5,8029
5,8030
5,7001
5,7002
5,7003
5,7004
5,7005
5,7006
5,7007
5,7008
5,7009
5,7010
5,7011
5,7012
5,7013
5,7014
5,7015
5,7016
5,7017
5,7018
5,7019
5,7020
5,7021
5,7022
5,7023
5,7024
5,7025
5,7026
5,7027
5,7028
5,7029
5,7030
6,2001
6,2002
6,2003
6,2004
6,2005
6,2006
6,2007
6,2008
6,2009
6,2010
6,2011
6,2012
6,2013
6,2014
6,2015
6,2016
6,2017
6,2018
6,2019
6,2020
6,2021
6,2022
6,2023
6,2024
6,2025
6,2026
6,2027
6,2028
6,2029
6,2030
6,3001
6,3002
6,3003
6,3004
6,3005
6,3006
6,3007
6,3008
6,3009
6,3010
6,3011
6,3012
6,3013
6,3014
6,3015
6,3016
6,3017
6,3018
6,3019
6,3020
6,3021
6,3022
6,3023
6,3024
6,3025
6,3026
6,3027
6,3028
6,3029
6,3030
6,5001
6,5002
6,5003
6,5004
6,5005
6,5006
6,5007
6,5008
6,5009
6,5010
6,5011
6,5012
6,5013
6,5014
6,5015
6,5016
6,5017
6,5018
6,5019
6,5020
6,5021
6,5022
6,5023
6,5024
6,5025
6,6001
6,6002
6,6003
6,6004
6,6005
6,6006
6,6007
6,6008
6,6009
6,6010
6,6011
6,6012
6,6013
6,6014
6,6015
6,6016
6,6017
6,6018
6,6019
6,6020
6,6021
6,6022
6,6023
6,6024
6,6025
6,4001
6,4002
6,4003
6,4004
6,4005
6,4006
6,4007
6,4008
6,4009
6,4010
6,4011
6,4012
6,4013
6,4014
6,4015
6,4016
6,4017
6,4018
6,4019
6,4020
6,4021
6,4022
6,4023
6,4024
6,4025
6,4026
6,4027
6,4028
6,4029
6,4030
6,4031
6,4032
6,4033
6,4034
6,4035
6,4036
6,4037
6,4038
6,4039
6,4040
6,8001
6,8002
6,8003
6,8004
6,8005
6,8006
6,8007
6,8008
6,8009
6,8010
6,8011
6,8012
6,8013
6,8014
6,8015
6,8016
6,8017
6,8018
6,8019
6,8020
6,8021
6,8022
6,8023
6,8024
6,8025
6,8026
6,8027
6,8028
6,8029
6,8030
6,7001
6,7002
6,7003
6,7004
6,7005
6,7006
6,7007
6,7008
6,7009
6,7010
6,7011
6,7012
6,7013
6,7014
6,7015
6,7016
6,7017
6,7018
6,7019
6,7020
6,7021
6,7022
6,7023
6,7024
6,7025
6,7026
6,7027
6,7028
6,7029
6,7030
7,2001
7,2002
7,2003
7,2004
7,2005
7,2006
7,2007
7,2008
7,2009
7,2010
7,2011
7,2012
7,2013
7,2014
7,2015
7,2016
7,2017
7,2018
7,2019
7,2020
7,2021
7,2022
7,2023
7,2024
7,2025
7,2026
7,2027
7,2028
7,2029
7,2030
7,3001
7,3002
7,3003
7,3004
7,3005
7,3006
7,3007
7,3008
7,3009
7,3010
7,3011
7,3012
7,3013
7,3014
7,3015
7,3016
7,3017
7,3018
7,3019
7,3020
7,3021
7,3022
7,3023
7,3024
7,3025
7,3026
7,3027
7,3028
7,3029
7,3030
7,5001
7,5002
7,5003
7,5004
7,5005
7,5006
7,5007
7,5008
7,5009
7,5010
7,5011
7,5012
7,5013
7,5014
7,5015
7,5016
7,5017
7,5018
7,5019
7,5020
7,5021
7,5022
7,5023
7,5024
7,5025
7,6001
7,6002
7,6003
7,6004
7,6005
7,6006
7,6007
7,6008
7,6009
7,6010
7,6011
7,6012
7,6013
7,6014
7,6015
7,6016
7,6017
7,6018
7,6019
7,6020
7,6021
7,6022
7,6023
7,6024
7,6025
7,4001
7,4002
7,4003
7,4004
7,4005
7,4006
7,4007
7,4008
7,4009
7,4010
7,4011
7,4012
7,4013
7,4014
7,4015
7,4016
7,4017
7,4018
7,4019
7,4020
7,4021
7,4022
7,4023
7,4024
7,4025
7,4026
7,4027
7,4028
7,4029
7,4030
7,4031
7,4032
7,4033
7,4034
7,4035
7,4036
7,4037
7,4038
7,4039
7,4040
7,8001
7,8002
7,8003
7,8004
7,8005
7,8006
7,8007
7,8008
7,8009
7,8010
7,8011
7,8012
7,8013
7,8014
7,8015
7,8016
7,8017
7,8018
7,8019
7,8020
7,8021
7,8022
7,8023
7,8024
7,8025
7,8026
7,8027
7,8028
7,8029
7,8030
7,7001
7,7002
7,7003
7,7004
7,7005
7,7006
7,7007
7,7008
7,7009
7,7010
7,7011
7,7012
7,7013
7,7014
7,7015
7,7016
7,7017
7,7018
7,7019
7,7020
7,7021
7,7022
7,7023
7,7024
7,7025
7,7026
7,7027
7,7028
7,7029
7,7030
8,2001
8,2002
8,2003
8,2004
8,2005
8,2006
8,2007
8,2008
8,2009
8,2010
8,2011
8,2012
8,2013
8,2014
8,2015
8,2016
8,2017
8,2018
8,2019
8,2020
8,2021
8,2022
8,2023
8,2024
8,2025
8,2026
8,2027
8,2028
8,2029
8,2030
8,3001
8,3002
8,3003
8,3004
8,3005
8,3006
8,3007
8,3008
8,3009
8,3010
8,3011
8,3012
8,3013
8,3014
8,3015
8,3016
8,3017
8,3018
8,3019
8,3020
8,3021
8,3022
8,3023
8,3024
8,3025
8,3026
8,3027
8,3028
8,3029
8,3030
8,5001
8,5002
8,5003
8,5004
8,5005
8,5006
8,5007
8,5008
8,5009
8,5010
8,5011
8,5012
8,5013
8,5014
8,5015
8,5016
8,5017
8,5018
8,5019
8,5020
8,5021
8,5022
8,5023
8,5024
8,5025
8,6001
8,6002
8,6003
8,6004
8,6005
8,6006
8,6007
8,6008
8,6009
8,6010
8,6011
8,6012
8,6013
8,6014
8,6015
8,6016
8,6017
8,6018
8,6019
8,6020
8,6021
8,6022
8,6023
8,6024
8,6025
8,4001
8,4002
8,4003
8,4004
8,4005
8,4006
8,4007
8,4008
8,4009
8,4010
8,4011
8,4012
8,4013
8,4014
8,4015
8,4016
8,4017
8,4018
8,4019
8,4020
8,4021
8,4022
8,4023
8,4024
8,4025
8,4026
8,4027
8,4028
8,4029
8,4030
8,4031
8,4032
8,4033
8,4034
8,4035
8,4036
8,4037
8,4038
8,4039
8,4040
8,8001
8,8002
8,8003
8,8004
8,8005
8,8006
8,8007
8,8008
8,8009
8,8010
8,8011
8,8012
8,8013
8,8014
8,8015
8,8016
8,8017
8,8018
8,8019
8,8020
8,8021
8,8022
8,8023
8,8024
8,8025
8,8026
8,8027
8,8028
8,8029
8,8030
8,7001
8,7002
8,7003
8,7004
8,7005
8,7006
8,7007
8,7008
8,7009
8,7010
8,7011
8,7012
8,7013
8,7014
8,7015
8,7016
8,7017
8,7018
8,7019
8,7020
8,7021
8,7022
8,7023
8,7024
8,7025
8,7026
8,7027
8,7028
8,7029
8,7030
9,2001
9,2002
9,2003
9,2004
9,2005
9,2006
9,2007
9,2008
9,2009
9,2010
9,2011
9,2012
9,2013
9,2014
9,2015
9,2016
9,2017
9,2018
9,2019
9,2020
9,2021
9,2022
9,2023
9,2024
9,2025
9,2026
9,2027
9,2028
9,2029
9,2030
9,3001
9,3002
9,3003
9,3004
9,3005
9,3006
9,3007
9,3008
9,3009
9,3010
9,3011
9,3012
9,3013
9,3014
9,3015
9,3016
9,3017
9,3018
9,3019
9,3020
9,3021
9,3022
9,3023
9,3024
9,3025
9,3026
9,3027
9,3028
9,3029
9,3030
9,5001
9,5002
9,5003
9,5004
9,5005
9,5006
9,5007
9,5008
9,5009
9,5010
9,5011
9,5012
9,5013
9,5014
9,5015
9,5016
9,5017
9,5018
9,5019
9,5020
9,5021
9,5022
9,5023
9,5024
9,5025
9,6001
9,6002
9,6003
9,6004
9,6005
9,6006
9,6007
9,6008
9,6009
9,6010
9,6011
9,6012
9,6013
9,6014
9,6015
9,6016
9,6017
9,6018
9,6019
9,6020
9,6021
9,6022
9,6023
9,6024
9,6025
9,4001
9,4002
9,4003
9,4004
9,4005
9,4006
9,4007
9,4008
9,4009
9,4010
9,4011
9,4012
9,4013
9,4014
9,4015
9,4016
9,4017
9,4018
9,4019
9,4020
9,4021
9,4022
9,4023
9,4024
9,4025
9,4026
9,4027
9,4028
9,4029
9,4030
9,4031
9,4032
9,4033
9,4034
9,4035
9,4036
9,4037
9,4038
9,4039
9,4040
9,8001
9,8002
9,8003
9,8004
9,8005
9,8006
9,8007
9,8008
9,8009
9,8010
9,8011
9,8012
9,8013
9,8014
9,8015
9,8016
9,8017
9,8018
9,8019
9,8020
9,8021
9,8022
9,8023
9,8024
9,8025
9,8026
9,8027
9,8028
9,8029
9,8030
9,7001
9,7002
9,7003
9,7004
9,7005
9,7006
9,7007
9,7008
9,7009
9,7010
9,7011
9,7012
9,7013
9,7014
9,7015
9,7016
9,7017
9,7018
9,7019
9,7020
9,7021
9,7022
9,7023
9,7024
9,7025
9,7026
9,7027
9,7028
9,7029
9,7030
10,2001
10,2002
10,2003
10,2004
10,2005
10,2006
10,2007
10,2008
10,2009
10,2010
10,2011
10,2012
10,2013
10,2014
10,2015
10,2016
10,2017
10,2018
10,2019
10,2020
10,2021
10,2022
10,2023
10,2024
10,2025
10,2026
10,2027
10,2028
10,2029
10,2030
10,3001
10,3002
10,3003
10,3004
10,3005
10,3006
10,3007
10,3008
10,3009
10,3010
10,3011
10,3012
10,3013
10,3014
10,3015
10,3016
10,3017
10,3018
10,3019
10,3020
10,3021
10,3022
10,3023
10,3024
10,3025
10,3026
10,3027
10,3028
10,3029
10,3030
10,5001
10,5002
10,5003
10,5004
10,5005
10,5006
10,5007
10,5008
10,5009
10,5010
10,5011
10,5012
10,5013
10,5014
10,5015
10,5016
10,5017
10,5018
10,5019
10,5020
10,5021
10,5022
10,5023
10,5024
10,5025
10,6001
10,6002
10,6003
10,6004
10,6005
10,6006
10,6007
10,6008
10,6009
10,6010
10,6011
10,6012
10,6013
10,6014
10,6015
10,6016
10,6017
10,6018
10,6019
10,6020
10,6021
10,6022
10,6023
10,6024
10,6025
10,4001
10,4002
10,4003
10,4004
10,4005
10,4006
10,4007
10,4008
10,4009
10,4010
10,4011
10,4012
10,4013
10,4014
10,4015
10,4016
10,4017
10,4018
10,4019
10,4020
10,4021
10,4022
10,4023
10,4024
10,4025
10,4026
10,4027
10,4028
10,4029
10,4030
10,4031
10,4032
10,4033
10,4034
10,4035
10,4036
10,4037
10,4038
10,4039
10,4040
10,8001
10,8002
10,8003
10,8004
10,8005
10,8006
10,8007
10,8008
10,8009
10,8010
10,8011
10,8012
10,8013
10,8014
10,8015
10,8016
10,8017
10,8018
10,8019
10,8020
10,8021
10,8022
10,8023
10,8024
10,8025
10,8026
10,8027
10,8028
10,8029
10,8030
10,7001
10,7002
10,7003
10,7004
10,7005
10,7006
10,7007
10,7008
10,7009
10,7010
10,7011
10,7012
10,7013
10,7014
10,7015
10,7016
10,7017
10,7018
10,7019
10,7020
10,7021
10,7022
10,7023
10,7024
10,7025
10,7026
10,7027
10,7028
10,7029
10,7030
11,2001
11,2002
11,2003
11,2004
11,2005
11,2006
11,2007
11,2008
11,2009
11,2010
11,2011
11,2012
11,2013
11,2014
11,2015
11,2016
11,2017
11,2018
11,2019
11,2020
11,2021
11,2022
11,2023
11,2024
11,2025
11,2026
11,2027
11,2028
11,2029
11,2030
11,3001
11,3002
11,3003
11,3004
11,3005
11,3006
11,3007
11,3008
11,3009
11,3010
11,3011
11,3012
11,3013
11,3014
11,3015
11,3016
11,3017
11,3018
11,3019
11,3020
11,3021
11,3022
11,3023
11,3024
11,3025
11,3026
11,3027
11,3028
11,3029
11,3030
11,5001
11,5002
11,5003
11,5004
11,5005
11,5006
11,5007
11,5008
11,5009
11,5010
11,5011
11,5012
11,5013
11,5014
11,5015
11,5016
11,5017
11,5018
11,5019
11,5020
11,5021
11,5022
11,5023
11,5024
11,5025
11,6001
11,6002
11,6003
11,6004
11,6005
11,6006
11,6007
11,6008
11,6009
11,6010
11,6011
11,6012
11,6013
11,6014
11,6015
11,6016
11,6017
11,6018
11,6019
11,6020
11,6021
11,6022
11,6023
11,6024
11,6025
11,4001
11,4002
11,4003
11,4004
11,4005
11,4006
11,4007
11,4008
11,4009
11,4010
11,4011
11,4012
11,4013
11,4014
11,4015
11,4016
11,4017
11,4018
11,4019
11,4020
11,4021
11,4022
11,4023
11,4024
11,4025
11,4026
11,4027
11,4028
11,4029
11,4030
11,4031
11,4032
11,4033
11,4034
11,4035
11,4036
11,4037
11,4038
11,4039
11,4040
11,8001
11,8002
11,8003
11,8004
11,8005
11,8006
11,8007
11,8008
11,8009
11,8010
11,8011
11,8012
11,8013
11,8014
11,8015
11,8016
11,8017
11,8018
11,8019
11,8020
11,8021
11,8022
11,8023
11,8024
11,8025
11,8026
11,8027
11,8028
11,8029
11,8030
11,7001
11,7002
11,7003
11,7004
11,7005
11,7006
11,7007
11,7008
11,7009
11,7010
11,7011
11,7012
11,7013
11,7014
11,7015
11,7016
11,7017
11,7018
11,7019
11,7020
11,7021
11,7022
11,7023
11,7024
11,7025
11,7026
11,7027
11,7028
11,7029
11,7030
12,2001
12,2002
12,2003
12,2004
12,2005
12,2006
12,2007
12,2008
12,2009
12,2010
12,2011
12,2012
12,2013
12,2014
12,2015
12,2016
12,2017
12,2018
12,2019
12,2020
12,2021
12,2022
12,2023
12,2024
12,2025
12,2026
12,2027
12,2028
12,2029
12,2030
12,3001
12,3002
12,3003
12,3004
12,3005
12,3006
12,3007
12,3008
12,3009
12,3010
12,3011
12,3012
12,3013
12,3014
12,3015
12,3016
12,3017
12,3018
12,3019
12,3020
12,3021
12,3022
12,3023
12,3024
12,3025
12,3026
12,3027
12,3028
12,3029
12,3030
12,5001
12,5002
12,5003
12,5004
12,5005
12,5006
12,5007
12,5008
12,5009
12,5010
12,5011
12,5012
12,5013
12,5014
12,5015
12,5016
12,5017
12,5018
12,5019
12,5020
12,5021
12,5022
12,5023
12,5024
12,5025
12,6001
12,6002
12,6003
12,6004
12,6005
12,6006
12,6007
12,6008
12,6009
12,6010
12,6011
12,6012
12,6013
12,6014
12,6015
12,6016
12,6017
12,6018
12,6019
12,6020
12,6021
12,6022
12,6023
12,6024
12,6025
12,4001
12,4002
12,4003
12,4004
12,4005
12,4006
12,4007
12,4008
12,4009
12,4010
12,4011
12,4012
12,4013
12,4014
12,4015
12,4016
12,4017
12,4018
12,4019
12,4020
12,4021
12,4022
12,4023
12,4024
12,4025
12,4026
12,4027
12,4028
12,4029
12,4030
12,4031
12,4032
12,4033
12,4034
12,4035
12,4036
12,4037
12,4038
12,4039
12,4040
12,8001
12,8002
12,8003
12,8004
12,8005
12,8006
12,8007
12,8008
12,8009
12,8010
12,8011
12,8012
12,8013
12,8014
12,8015
12,8016
12,8017
12,8018
12,8019
12,8020
12,8021
12,8022
12,8023
12,8024
12,8025
12,8026
12,8027
12,8028
12,8029
12,8030
12,7001
12,7002
12,7003
12,7004
12,7005
12,7006
12,7007
12,7008
12,7009
12,7010
12,7011
12,7012
12,7013
12,7014
12,7015
12,7016
12,7017
12,7018
12,7019
12,7020
12,7021
12,7022
12,7023
12,7024
12,7025
12,7026
12,7027
12,7028
12,7029
12,7030
13,2001
13,2002
13,2003
13,2004
13,2005
13,2006
13,2007
13,2008
13,2009
13,2010
13,2011
13,2012
13,2013
13,2014
13,2015
13,2016
13,2017
13,2018
13,2019
13,2020
13,2021
13,2022
13,2023
13,2024
13,2025
13,2026
13,2027
13,2028
13,2029
13,2030
13,3001
13,3002
13,3003
13,3004
13,3005
13,3006
13,3007
13,3008
13,3009
13,3010
13,3011
13,3012
13,3013
13,3014
13,3015
13,3016
13,3017
13,3018
13,3019
13,3020
13,3021
13,3022
13,3023
13,3024
13,3025
13,3026
13,3027
13,3028
13,3029
13,3030
13,5001
13,5002
13,5003
13,5004
13,5005
13,5006
13,5007
13,5008
13,5009
13,5010
13,5011
13,5012
13,5013
13,5014
13,5015
13,5016
13,5017
13,5018
13,5019
13,5020
13,5021
13,5022
13,5023
13,5024
13,5025
13,6001
13,6002
13,6003
13,6004
13,6005
13,6006
13,6007
13,6008
13,6009
13,6010
13,6011
13,6012
13,6013
13,6014
13,6015
13,6016
13,6017
13,6018
13,6019
13,6020
13,6021
13,6022
13,6023
13,6024
13,6025
13,4001
13,4002
13,4003
13,4004
13,4005
13,4006
13,4007
13,4008
13,4009
13,4010
13,4011
13,4012
13,4013
13,4014
13,4015
13,4016
13,4017
13,4018
13,4019
13,4020
13,4021
13,4022
13,4023
13,4024
13,4025
13,4026
13,4027
13,4028
13,4029
13,4030
13,4031
13,4032
13,4033
13,4034
13,4035
13,4036
13,4037
13,4038
13,4039
13,4040
13,8001
13,8002
13,8003
13,8004
13,8005
13,8006
13,8007
13,8008
13,8009
13,8010
13,8011
13,8012
13,8013
13,8014
13,8015
13,8016
13,8017
13,8018
13,8019
13,8020
13,8021
13,8022
13,8023
13,8024
13,8025
13,8026
13,8027
13,8028
13,8029
13,8030
13,7001
13,7002
13,7003
13,7004
13,7005
13,7006
13,7007
13,7008
13,7009
13,7010
13,7011
13,7012
13,7013
13,7014
13,7015
13,7016
13,7017
13,7018
13,7019
13,7020
13,7021
13,7022
13,7023
13,7024
13,7025
13,7026
13,7027
13,7028
13,7029
13,7030
14,2001
14,2002
14,2003
14,2004
14,2005
14,2006
14,2007
14,2008
14,2009
14,2010
14,2011
14,2012
14,2013
14,2014
14,2015
14,2016
14,2017
14,2018
14,2019
14,2020
14,2021
14,2022
14,2023
14,2024
14,2025
14,2026
14,2027
14,2028
14,2029
14,2030
14,3001
14,3002
14,3003
14,3004
14,3005
14,3006
14,3007
14,3008
14,3009
14,3010
14,3011
14,3012
14,3013
14,3014
14,3015
14,3016
14,3017
14,3018
14,3019
14,3020
14,3021
14,3022
14,3023
14,3024
14,3025
14,3026
14,3027
14,3028
14,3029
14,3030
14,5001
14,5002
14,5003
14,5004
14,5005
